id,user_id,sender_name,sender,message,time_sent
700,403,ウチダ,me,"追加ありがとうございます❗
このアカウントではAIを使ったマーケティング手法を学びこの業界で収益を達成することを目的としてのサポートを行っていく専用LINEになります❗
そのため、何かわからないことがあれば気軽に聞いて下さい🔥
順次、返信を行っていきますので遅くなってしまう事もありますがご了承ください💦
※何かわからないことがあれば適宜送って頂く、もしくは箇条書きにしてお送りいただけると速やかな解決に繋がりますのでお手数ですがよろしくお願いします✨
尚カリキュラムサポート修了目安は6ヶ月となりますので面談時にお伝えのスケジュールに沿って進めていきましょう！",2025/12/18 11:46
701,403,平林　結菜,me,"こんにちは❗
今後の流れについて簡単にご説明します❗
まず、メールでお送りした【AI副業カリキュラム Week1 ChatGPT】をご確認ください❗
・カリキュラムを進めるためには、Notion（無料）への登録が必要です。
・カリキュラムを受け取ったメールアドレスと同じアドレスでNotionにご登録ください。
カリキュラムの内容を読み終えたら、次にテストへ進んでください❗
解答を提出後、翌日8時に次のカリキュラムを送ります💡
また、全カリキュラムを読み終わった後には案件を獲得しやすくするためのポートフォリオを作成していただく予定です❗
ポートフォリオとは「卒業制作」のようなもので、これまで学んだ内容の集大成となります❗
これから配信される各カリキュラムをしっかりと吸収し、ポートフォリオ作成に活かしていきましょう❗
分からないことがあれば、いつでも遠慮なくご質問くださいね😊",2025/12/18 11:49
702,403,,you,"これからお世話になります。
質問⇒今回、パソコンでChatGPTを使用したため、スクショは全てをこのLINEに送ればいいでしょうか？",2025/12/18 13:35
703,403,島崎　麻衣,me,"こんにちは❗
きちんと提出出来ていますので、安心して頂いて大丈夫ですよ👍",2025/12/18 15:26
704,403,,you,ありがとうございます！,2025/12/18 15:26
705,403,,you,"遅くなりましたが、
・①②③
は登録完了しております。",2025/12/18 15:28
706,403,島崎　麻衣,me,"承知しました❗
引き続き、よろしくお願いいたします👍",2025/12/18 15:53
707,403,,you,"お疲れ様です。
Week2の課題を提出いたしました。",2025/12/19 14:26
708,403,島崎　麻衣,me,"こんにちは❗ご連絡ありがとうございます。
引き続き、よろしくお願いします👍",2025/12/19 14:44
709,403,,you,"お世話になっております。
あの、昨日相馬さんにLINEしたのですが返答がないです。
旦那にスクール代支払ったことがバレて離婚騒動になっているので、クーリングオフを使って解約をさせてください！
何卒宜しくお願い致します！",2025/12/20 17:15
710,403,ウチダ,me,相馬さんにはお伝えしてありますので行き違いが無いようにやり取りは統一していただければと思います。,2025/12/21 18:31
711,403,,you,"お世話になっております。
このまま、頑張ることにしましたので、これから宜しくお願い致します。
質問①：Notion初めてで、『日付』にすると、曜日が表示されません",2025/12/23 12:58
712,403,Okazaki,me,"テスト課題の部分ですね❗
該当箇所の現段階の画面のスクリーンショットを撮影して頂けると助かります💡",2025/12/23 14:50
713,403,,you,"すみません💦
なんとか提出出来ました🙇‍♀️ ̖́-",2025/12/23 16:06
714,403,,you,"お疲れ様です。
Week6の『テスト課題』を提出いたしました。",2025/12/24 15:22
715,403,島崎　麻衣,me,"こんにちは❗ご連絡ありがとうございます。
引き続き、頑張っていきましょう👍",2025/12/24 15:49
716,403,,you,"夜分に失礼いたします。
先程『Week7』のテスト課題を送りましたので、お手隙の際にご確認をよろしくお願い致します。",2025/12/25 23:14
717,403,,you,どうして、課題の振り返りがないのですか？,2025/12/26 11:14
718,403,,you,全然教えてくれない、酷いスクールです,2025/12/26 11:15
719,403,Okazaki,me,"遅くなってしまって申し訳ないです❗
次のカリキュラムもお送りしますね💡
【前回の課題の振り返り】
仕上げの調整に時間がかかったという事ですが、時間をかけただけあってとてもクオリティが高い動画に仕上がってますね❗
BGMの雰囲気や音量、テンポを調整するのって地味に難しくて、ここで迷う事が多いのですが、
この最後の詰めの部分に意識が向いているのはクリエイティブ系の作業ではかなり強みとなって、動画の仕上がりの印象を大きく左右する部分なので引き続きこの意識で進めていきましょう❗
次回は今回の感覚をベースに、もっと自分好みの表現が作れるようになっていくと思うので、ぜひ続けて挑戦してみてくださいね❗
✅次のカリキュラムに進む➡
 
https://www.notion.so/AI-Week8-CapCut-2aa8252adfa780ec96ebc9501bcebaa5?source=copy_link",2025/12/26 12:43
720,403,,you,"お疲れ様です。
ChatGPTのプロンプトが悪かったのか、課題の『3分』動画は作れませんでした！",2025/12/26 22:23
721,403,島崎　麻衣,me,"おはようございます❗️
どこでつまずかれたか、具体的に教えて頂けますか❓",2025/12/27 9:30
722,403,,you,"お疲れ様です。
ChatGPTから出力された台本通りに使ったのですが、3分の長い動画は作れませんでした。",2025/12/27 9:32
723,403,,you,"お疲れ様です。
Week9の『テスト課題』を提出いたしました。",2025/12/27 15:14
724,403,島崎　麻衣,me,"こんにちは❗️
ご連絡ありがとうございます。
3分動画についてはどのようなプロンプトで作成されましたか❓",2025/12/28 12:09
725,403,,you,"お疲れ様です。
例の通りのプロンプトをそのまま入れ、ナレーションを入れると、間が持ちませんでした。",2025/12/28 17:55
726,403,島崎　麻衣,me,"おはようございます❗
そうだったのですね❗課題の目的としては、動画の流れを勉強するということが大切なので、引き続きこの調子で次のカリュキュラムも進めていきましょう💡",2025/12/29 9:56
